,textID,text,label,label_text
9857,c6f4db3b3e,SNL w/ Justin Timberlake,1,neutral
9015,6ef19e6a61,Is also having a lonely night.... Wishing she could go to Audun`s so that she doesn`t have that bad dream again...,1,neutral
17,38db1fce13,I had a nightmare last night *cry* I think I am scarred for life!,0,negative
5647,02fa5f5a0e, I use NewsFire. Works like a charm,2,positive
16085,c3c5354d99, HELLO friend!! Welcome to Twitter!!,2,positive
18786,4213f65406,missing someonee...,0,negative
8487,e062826a60,  I miss all you OK girls.    Happy Mother`s Day to all y`all.,1,neutral
15190,9a03198e38," need some more enthu movie guys for that. Right now it`s just you,  and @_Anshul",1,neutral
13421,bff3d9b8f0,_emily  i wish i was there to hear that!,1,neutral
12877,39fe3346ac, cont...and then it goes to waste  no one likes stale sweets. That reminds me of this cute song called Stale Cupcakes lol,1,neutral
8506,8ef0d09de9,wow I feel like ish  and I really feel bad because those ignorent aholes wont overturn prop 8,0,negative
18950,83388c9647, I`m afraid your comments on MP`s expenses were hopelessly out of touch with the average person average salary. V.insensitive,0,negative
19660,4b469e2952,needs a new job either closer to home or worth the drive,2,positive
12642,2d2aa389b2," Whoah, slow down, you`re filling my screen! Maybe more effective if you spread tweets out?",1,neutral
3481,a0a392fb03, ...I will take some...I am tiny,1,neutral
6077,b0d4c896f2,any one watching justin timberlake on SNL? He is greattttt! So hilarious,2,positive
9928,11d1273747,Goodnight everyone  Happy Mothers Day to all of the mothers out there,2,positive
16343,fb705a311f, ReTweeting`s my favorite.    #palin,2,positive
14445,39af08ad27,Gotta get up early tomorrow...gotta be at work for 9,1,neutral
17205,83141a208c,Took a 4 hour nap after work today and won`t be able to sleep all night    This is a bummer,1,neutral
18608,683c467d2a, i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!,0,negative
11623,c7afd7be9e,_carter Your video is set to private..,1,neutral
647,4aec85b115, It`s driving you insane? Really? It`s Sterling Knight playing Chad Dylan Cooper on Sonny With A Chance,1,neutral
11114,1c5088ffee,"Just potted some geraniums then talked to the grandkids, well Maddie - Jack was outside playing.  I sure miss `em!!!",0,negative
7285,8b4c16d307, SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,1,neutral
10163,3a567ecc5d,Off to class. Be back in about 2 hours!,1,neutral
3921,061eb4c0de, I am lost. Please help me find a good home.,0,negative
3354,30d0c9c271, yeah hun it was a good night  my ankile is even more **** now tho,1,neutral
14123,c27eef207f, i`m still crossing my fingers for a fun group,2,positive
1321,847d7a478a,Listening to dashboard confessional & counting down the days until the  concert on May 16th with ,1,neutral
9334,0bc2e46e4e,  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,0,negative
14748,72009a4a01,i went to go check my phone for messages. then i remembered i dont have a phone anymore,1,neutral
13416,068182f90f,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny,1,neutral
16214,86d25506a1,"gasp-- 10 followers! i feel almost famous. i used to think i would be famous when i grew up one day LOL. oh well, cheers to norm peeps!",2,positive
10612,708b41b0c8," I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?",0,negative
3485,78a2ff5167,I`m bummed that I can`t wear my sweet Nike kicks to work.,0,negative
1905,2e3bfc6fdf," Ironically, that thought goes through my head (no pun intended) for *every* headache I have...  Hope it goes away soon.",1,neutral
10675,3286f70986,  have funnn!,2,positive
4325,83f9afe969,IN $RF .94 - target $5.30.  OUT $DNDN @$21.85 near days low,1,neutral
12973,c0854bf08a,  I wish I knew..  Trying to figure something out here too,2,positive
1133,a910982f47,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",2,positive
17835,0de0a8bbd5, I feel almost empty inside today.  Not a good feeling.,0,negative
6242,533b97be64,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you",2,positive
12367,c03050f05a,Will cook a sumptuous lunch today,2,positive
5405,bc237ce820, so true   sad to say.  I`m glad you`ll be with me to be my support group ;),1,neutral
20191,8c733874c0, hehe i found ya,2,positive
4279,7fa4e3d867," hello  i am ur biggest fan, and i rly carnt w8 till new moon comes out! good luck 2 u nd all the cast filming  ****",2,positive
16274,605b82511d,where did  go???,1,neutral
5112,d7421bfd82, Cause its true!!! It would!!! Hahaha... I Love YOU,2,positive
1429,0079c49a13,Zombies make great huggers b/c they don`t lower their arms or move to fast...  ï¿½  (via ),1,neutral
3721,deeb31fc40,Almost all are here now! Tomorrow at 8 we start! 291km`s of mud  - http://mobypicture.com/?zx33t1,1,neutral
5043,e989780e68," my lil sister Charese, her best friend passed today",2,positive
4772,5b00ea0cc0,watching some scary movies with my friend,1,neutral
7827,de6c361eb8, thats a bummer i haven`t got one yet :/ been waiting over a year  grrrrrrrrrrrrrrr,0,negative
217,bf51b25919,<-----bored to death,0,negative
4097,606311c3d6,gettin ready to put on a show  ugh i really hope ppl dont comee,0,negative
15556,36dd1b2ffb, Cool rite?,1,neutral
4252,ba1edf971c,Nugget bit Jack. I told him not to poke the poor hamster!,0,negative
16847,5e53fe2ce0, Interview! 177 views! 22 away from 200!! Thanx for reading ppl!!  http://tiny.cc/GmKbT #mattmccoy,2,positive
1396,30019d7183,going to second morning of the day... just sleeping for 3-4 hours,1,neutral
13298,188b7274c6, Good morning! I certainly did,1,neutral
4774,bd229715c7,Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,0,negative
5436,683de857e8,saw Hannah Montana Movie today!! was the best!!!!!! was AWESOMEEEEEE!!!!!!  Hannah  and Miley RockS! lol,2,positive
15595,f3a7921bf3, yeah! but too late  lol,0,negative
6706,bbbd57c093, Me too!    need some tour dates stat!,1,neutral
19634,ba0e5cdec3,"Took calculus exam today, I think that I did well. I messed up one derivative identity though  Well, I never miss that one again.",0,negative
1739,9ec0bbb603,can`t stop smiling  i`m in the best mood right now!!!!!,2,positive
18782,d336797d37,"Gee I`m totally hatin` this , like for real ! I mean like, duh ! I`ve studied enough, and all that I need is refreshing tonite ! Hard ?",0,negative
9242,388ad42b4e," yeah that was me yesterday after i found out the house i want is sold, my bank effed me over and then the car accident",0,negative
10500,3da077e314,_Molecule where is Sackiroth,1,neutral
3752,4f4c4fc327," I`ve wondered about rake to.  The client has made it clear .NET only, don`t force devs to learn a new lang  #agile #ccnet",0,negative
8525,cc63b518e6, I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe,2,positive
9526,8d548e722c,sooo reluctant to study for finals right now.... but i have to,1,neutral
8227,35c7182cb7,hasn`t had time to go on twitter since working full time!,1,neutral
20130,664c391020, phone updated and she`s got a camcorder on her phone now--mine hasn`t updated chit  that ain`t fair .,1,neutral
18256,1722cd3459,  I`m SO jealous! I don`t know when I`ll be able to see Conan.,0,negative
16764,9e4276516e,I have clocked out for possibly my last time at Northview Middle School.,0,negative
18437,a51a6d61ac,Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,2,positive
16746,bcf1767c4a, whaaaat what about your house? You`ve been working so hard on it!,0,negative
17783,7afb99c43f,"I swear, now my dog is having anxiety issues.",0,negative
10117,50453d2d15," Oh, you poor thing!!    So sorry, babe....",0,negative
16302,2ab185373a, lmfao!!! Yea anyone?? Please?? We`re really pretty!!!,2,positive
11693,02d8181035,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,1,neutral
5286,53f12f16ca, very cute kitty,2,positive
1187,3f81fe3d1d," I wanna play with you tonight  *pout, pout side face*",2,positive
2797,11158d742e,_58 I also like `Aasman ke paar shaayad`,2,positive
6311,a190e27094,Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,1,neutral
19923,e2a84a973a,I have a farmers sunburn! Ahhhh!,0,negative
891,d5400cc464,my legs are soft  watching a move with my mommm short day @ workk,2,positive
4894,8191ab9164,heyya people!,1,neutral
14975,2ee537aba8,Can`t wait to go to bed,2,positive
1323,d760167832,_another_1 yeh I can`t even imagine.... good luck to them,2,positive
9400,68ed807d1b,"_bennett gotta go drive my Dad around today, but i`ll be back this afternoon.",1,neutral
21146,feec452301,"**** culture is increasing in india,govt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy",1,neutral
15303,a472edc463, thanks Daxx you too!  God Bless you brother!,2,positive
1838,c18377388a, sounds nice   have you downloaded twitterena 2.0 lol ?,2,positive
19825,ac3e3b4605," Np mate, was great meeting you in Prague",2,positive
13093,276e7c36a0,"Went to the hairdresser today, she cutted my hair off  I loved my long hair! Dad said he couldn`t even see I got a haircut! LAAAME",1,neutral
21892,65ac6dcd89,Snap. Breaking out again,0,negative
15068,f6f9eba223, That`s great news,2,positive
15610,2339e54982, I wish I was in London to see you. It`s like my biggest dream to meet you  iloveyouuu <3,2,positive
6232,31a90a1a55, lady thinks shes watching scrubs... delusional.  shes bailing on our plans,0,negative
387,3471a5259c,has a gym day and is hoping to enjoy the last Friday of her twenties.,2,positive
15423,c532a112f7, I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,2,positive
5201,d0d5dad8c8,BEP KILLED IT! Oh and leighton meester waved at us!,0,negative
10633,aa517cac0e,Trying to figure out what to do tonight. See the game? Social events w. friends? Or stay home and play the s**t out of my drums,1,neutral
1358,9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,1,neutral
1035,d12199cfb8,"Actually I`ve been in here, holed up quite nicely, for hours. This is one of those times I regret never having married or gotten a cat",1,neutral
17377,8519bcc3f1,I guess I am too freaky for followers.,0,negative
20909,567b068131, that`s such a long time from now,1,neutral
18747,3ee2661fd3,    What To Say?,1,neutral
19715,85023b760b,#bgt Will Holly take being paraded on stage again for potential rejection?,1,neutral
19526,f00a0c2e34, me either,1,neutral
2448,f08ecbc3e8,Tweeten Out  Tix deals for NKOTB 5/28 Was $43 NOW *$38 http://tinyurl.com/NKOTBTweetenTixsDeal <-or other SEAT Prices /NKOTB Dates,1,neutral
841,13fa373a34,Oh and Cali plans are a GO! I might get to see DA too and she`s my hero and rocks my socks,2,positive
17846,0f17bcb05a,really ill atm,1,neutral
13783,4cfb13f812,is 99% sober at Brittney`s with Becky and Brit  <3,0,negative
13347,996630f6a0," there were attempts to somehow extend inner classes, which would be close to #closure, can`t find the ref ATM",1,neutral
20572,3c6d0e8b6a,just fed three very hungry stray kitties three cans or tuna. i hope they stay warm and safe tonight,2,positive
3211,baeb1065cc,"Editors read this and nod, writers read this and take notes.  http://tinyurl.com/crm4c2",1,neutral
10981,9450b3fe67," pretty much, thanks.  seeing if a little Gilbert & Sullivan will cheer me up more.",2,positive
9498,9022c95249,"Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me.",1,neutral
19423,4cc593925c,the dates of the hockey games were confused they`re next week,0,negative
21227,cff315b757,wants to wish all the moms a Happy Mother`s Day.  Hope you`re all treated like Queens!,2,positive
14695,f15beecbd0, Bom apetite,1,neutral
14983,509d80dd4a,D`oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.,1,neutral
5814,a2d355295b, yeah  and _LilJess_x did only ones that care for me,1,neutral
5852,ade7b64fe3,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,0,negative
7071,4062b0503f,HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,2,positive
4401,40c2e85899,_dang my phone is still broken.  just come over whenever.,0,negative
12022,e86bed912a,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog,1,neutral
17196,029bfe45a8, i missed the game,0,negative
15821,914f6e5e3f, ok i believe you.but i have a belly button.lol,1,neutral
7139,aa69305d7e, sounds like an episode of TV Wine Library with .,1,neutral
8518,e889de7271,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh,0,negative
140,44a1d45fc3,  i must have just missed you. I was down there until 9:40 or so. Not sure if I`ll make it down again,1,neutral
7945,4738b2a583,geez why do u have to be SO obvious?,1,neutral
11269,5528ad6d00,The Life Of A College Stay At Home Mom: Delay in the Bash  http://bit.ly/CnyhP,1,neutral
21217,94c7267c0e, Etsy handmade cards weren`t any good?,1,neutral
14927,450bd903de,Sitting at my desk wishing things were different,1,neutral
14966,03472cc30b, LOL.  Leave a kid on internet and the kid will do stupid things.,0,negative
9003,3793966498, Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,2,positive
